property_sum,violent_sum,year,month,county,unemp. rate
14,4,2010,march,los angeles county,12.6%
33,8,2010,march,kern county,17.8%
56,9,2010,march,san luis obispo county,10.6%
2,12,2010,march,san luis obispo county,10.6%
18,2,2010,march,san mateo county,8.9%
78,11,2010,march,merced county,20.7%
28,6,2010,march,placer county,12.1%
3,0,2010,march,los angeles county,12.6%
23,14,2010,march,kings county,18.3%
138,19,2010,march,los angeles county,12.6%
1313,147,2010,march,kern county,17.8%
147,32,2010,march,los angeles county,12.6%
39,5,2010,march,riverside county,14.1%
64,10,2010,march,san bernardino county,13.9%
0,0,2010,march,san mateo county,8.9%
14,0,2010,march,kern county,17.8%
61,6,2010,march,riverside county,14.1%
37,18,2010,march,los angeles county,12.6%
99,19,2010,march,los angeles county,12.6%
124,39,2010,march,los angeles county,12.6%
32,4,2010,march,san mateo county,8.9%
35,4,2010,march,solano county,13.2%
535,37,2010,march,alameda county,11.2%
71,7,2010,march,los angeles county,12.6%
28,2,2010,march,san bernardino county,13.9%
6,0,2010,march,butte county,14.8%
7,1,2010,march,inyo county,10.7%
48,11,2010,march,riverside county,14.1%
3,0,2010,march,los angeles county,12.6%
129,5,2010,march,imperial county,26.4%
135,4,2010,march,orange county,10.2%
98,6,2010,march,contra costa county,11.4%
6,0,2010,march,san mateo county,8.9%
13,1,2010,march,san mateo county,8.9%
4,0,2010,march,santa barbara county,10.6%
185,17,2010,march,orange county,10.2%
270,16,2010,march,los angeles county,12.6%
63,2,2010,march,san mateo county,8.9%
122,12,2010,march,butte county,14.8%
10,0,2010,march,alameda county,11.2%
0,0,2010,march,alpine county,10.8%
1,0,2010,march,amador county,15.1%
31,0,2010,march,butte county,14.8%
9,0,2010,march,calaveras county,15.6%
2,0,2010,march,colusa county,26.2%
59,0,2010,march,contra costa county,11.4%
8,0,2010,march,del norte county,13.5%
7,0,2010,march,el dorado county,12.8%
16,1,2010,march,fresno county,18.5%
1,0,2010,march,glenn county,17.2%
13,0,2010,march,humboldt county,11.4%
8,0,2010,march,imperial county,26.4%
1,0,2010,march,inyo county,10.7%
22,0,2010,march,kern county,17.8%
8,0,2010,march,kings county,18.3%
10,0,2010,march,lake county,16.1%
1,0,2010,march,lassen county,16.4%
26,0,2010,march,los angeles county,12.6%
23,0,2010,march,madera county,18.8%
3,0,2010,march,mariposa county,15.8%
11,0,2010,march,mendocino county,13.0%
27,0,2010,march,merced county,20.7%
0,0,2010,march,modoc county,17.2%
0,0,2010,march,mono county,9.1%
21,0,2010,march,monterey county,16.7%
6,0,2010,march,napa county,11.3%
8,0,2010,march,nevada county,12.3%
4,1,2010,march,orange county,10.2%
15,0,2010,march,placer county,12.1%
1,0,2010,march,plumas county,23.9%
5,0,2010,march,riverside county,14.1%
355,0,2010,march,sacramento county,13.0%
2,0,2010,march,san benito county,17.2%
1,0,2010,march,san bernardino county,13.9%
8,0,2010,march,san diego county,11.2%
0,0,2010,march,san francisco county,9.4%
55,0,2010,march,san joaquin county,17.5%
8,0,2010,march,san luis obispo county,10.6%
0,0,2010,march,san mateo county,8.9%
4,0,2010,march,santa barbara county,10.6%
7,0,2010,march,santa clara county,11.1%
25,0,2010,march,santa cruz county,16.1%
14,1,2010,march,shasta county,18.4%
1,0,2010,march,sierra county,19.4%
5,0,2010,march,siskiyou county,19.5%
6,0,2010,march,solano county,13.2%
28,0,2010,march,sonoma county,11.7%
40,0,2010,march,stanislaus county,18.4%
1,0,2010,march,sutter county,20.7%
6,0,2010,march,tehama county,17.6%
1,0,2010,march,trinity county,19.7%
52,1,2010,march,tulare county,19.7%
6,0,2010,march,tuolumne county,17.0%
3,0,2010,march,ventura county,11.1%
4,0,2010,march,yolo county,13.1%
18,0,2010,march,yuba county,19.3%
4,0,2010,march,sacramento county,13.0%
19,0,2010,march,los angeles county,12.6%
25,0,2010,march,san luis obispo county,10.6%
24,0,2010,march,los angeles county,12.6%
34,4,2010,march,calaveras county,15.6%
0,0,2010,march,calaveras county,15.6%
137,4,2010,march,imperial county,26.4%
35,2,2010,march,kern county,17.8%
30,0,2010,march,riverside county,14.1%
0,2,2010,march,imperial county,26.4%
23,0,2010,march,napa county,11.3%
81,4,2010,march,ventura county,11.1%
123,6,2010,march,santa clara county,11.1%
26,0,2010,march,riverside county,14.1%
0,0,2010,march,sacramento county,13.0%
73,4,2010,march,santa cruz county,16.1%
151,20,2010,march,san diego county,11.2%
3,0,2010,march,monterey county,16.7%
11,9,2010,march,santa barbara county,10.6%
172,46,2010,march,los angeles county,12.6%
123,29,2010,march,riverside county,14.1%
182,15,2010,march,stanislaus county,18.4%
136,2,2010,march,los angeles county,12.6%
1,0,2010,march,ventura county,11.1%
206,26,2010,march,butte county,14.8%
137,18,2010,march,san bernardino county,13.9%
79,7,2010,march,san bernardino county,13.9%
38,5,2010,march,madera county,18.8%
458,46,2010,march,san diego county,11.2%
354,30,2010,march,sacramento county,13.0%
78,6,2010,march,los angeles county,12.6%
13,1,2010,march,contra costa county,11.4%
48,4,2010,march,lake county,16.1%
12,1,2010,march,sonoma county,11.7%
303,13,2010,march,fresno county,18.5%
147,9,2010,march,riverside county,14.1%
49,8,2010,march,fresno county,18.5%
3,7,2010,march,fresno county,18.5%
9,1,2010,march,tulare county,19.7%
27,2,2010,march,san mateo county,8.9%
0,0,2010,march,san diego county,11.2%
132,7,2010,march,san bernardino county,13.9%
10,0,2010,march,colusa county,26.2%
12,2,2010,march,colusa county,26.2%
85,8,2010,march,los angeles county,12.6%
154,81,2010,march,los angeles county,12.6%
277,44,2010,march,contra costa county,11.4%
91,3,2010,march,contra costa county,11.4%
250,51,2010,march,contra costa county,11.4%
32,1,2010,march,contra costa county,11.4%
8,1,2010,march,contra costa county,11.4%
32,1,2010,march,kings county,18.3%
16,4,2010,march,tehama county,17.6%
316,20,2010,march,riverside county,14.1%
45,4,2010,march,san diego county,11.2%
255,19,2010,march,orange county,10.2%
1,1,2010,march,sonoma county,11.7%
161,13,2010,march,los angeles county,12.6%
31,3,2010,march,del norte county,13.5%
7,0,2010,march,kern county,17.8%
8,1,2010,march,ventura county,11.1%
15,1,2010,march,butte county,14.8%
15,2,2010,march,los angeles county,12.6%
18,1,2010,march,alameda county,11.2%
39,1,2010,march,fresno county,18.5%
59,2,2010,march,orange county,10.2%
6,0,2010,march,humboldt county,11.4%
40,0,2010,march,los angeles county,12.6%
9,0,2010,march,los angeles county,12.6%
8,0,2010,march,monterey county,16.7%
48,1,2010,march,los angeles county,12.6%
17,2,2010,march,sacramento county,13.0%
6,0,2010,march,san bernardino county,13.9%
71,6,2010,march,san diego county,11.2%
38,0,2010,march,san francisco county,9.4%
44,3,2010,march,santa clara county,11.1%
6,0,2010,march,san diego county,11.2%
13,0,2010,march,sonoma county,11.7%
6,0,2010,march,stanislaus county,18.4%
49,14,2010,march,los angeles county,12.6%
3,0,2010,march,san luis obispo county,10.6%
154,17,2010,march,los angeles county,12.6%
95,5,2010,march,santa clara county,11.1%
63,4,2010,march,orange county,10.2%
146,27,2010,march,san mateo county,8.9%
52,6,2010,march,orange county,10.2%
34,1,2010,march,contra costa county,11.4%
151,7,2010,march,yolo county,13.1%
12,0,2010,march,san diego county,11.2%
20,7,2010,march,del norte county,13.5%
1,0,2010,march,monterey county,16.7%
132,28,2010,march,kern county,17.8%
124,37,2010,march,riverside county,14.1%
82,2,2010,march,los angeles county,12.6%
82,14,2010,march,tulare county,19.7%
39,5,2010,march,solano county,13.2%
3,0,2010,march,siskiyou county,19.5%
15,7,2010,march,merced county,20.7%
273,22,2010,march,los angeles county,12.6%
43,8,2010,march,los angeles county,12.6%
55,3,2010,march,alameda county,11.2%
6,0,2010,march,siskiyou county,19.5%
77,36,2010,march,san mateo county,8.9%
252,29,2010,march,san diego county,11.2%
16,0,2010,march,los angeles county,12.6%
217,15,2010,march,imperial county,26.4%
68,16,2010,march,contra costa county,11.4%
139,23,2010,march,el dorado county,12.8%
231,51,2010,march,los angeles county,12.6%
40,4,2010,march,los angeles county,12.6%
249,34,2010,march,sacramento county,13.0%
72,13,2010,march,alameda county,11.2%
105,10,2010,march,san diego county,11.2%
4,3,2010,march,san joaquin county,17.5%
381,68,2010,march,san diego county,11.2%
0,0,2010,march,siskiyou county,19.5%
129,14,2010,march,humboldt county,11.4%
14,0,2010,march,tulare county,19.7%
304,25,2010,march,solano county,13.2%
0,0,2010,march,orange county,10.2%
25,10,2010,march,tulare county,19.7%
2,0,2010,march,humboldt county,11.4%
15,0,2010,march,ventura county,11.1%
7,1,2010,march,fresno county,18.5%
142,5,2010,march,sacramento county,13.0%
308,63,2010,march,san bernardino county,13.9%
11,0,2010,march,san bernardino county,13.9%
11,0,2010,march,santa clara county,11.1%
21,3,2010,march,mendocino county,13.0%
2,0,2010,march,siskiyou county,19.5%
52,3,2010,march,humboldt county,11.4%
30,1,2010,march,san mateo county,8.9%
140,10,2010,march,orange county,10.2%
1,0,2010,march,merced county,20.7%
13,1,2010,march,fresno county,18.5%
377,47,2010,march,alameda county,11.2%
1922,243,2010,march,fresno county,18.5%
376,71,2010,march,fresno county,18.5%
325,36,2010,march,orange county,10.2%
48,11,2010,march,sacramento county,13.0%
350,49,2010,march,orange county,10.2%
135,36,2010,march,los angeles county,12.6%
171,10,2010,march,santa clara county,11.1%
335,22,2010,march,los angeles county,12.6%
114,6,2010,march,los angeles county,12.6%
29,0,2010,march,glenn county,17.2%
4,0,2010,march,sacramento county,13.0%
43,9,2010,march,santa barbara county,10.6%
20,1,2010,march,monterey county,16.7%
38,3,2010,march,san bernardino county,13.9%
26,12,2010,march,nevada county,12.3%
27,10,2010,march,monterey county,16.7%
20,5,2010,march,butte county,14.8%
25,1,2010,march,san luis obispo county,10.6%
4,1,2010,march,santa barbara county,10.6%
25,0,2010,march,merced county,20.7%
18,1,2010,march,san mateo county,8.9%
146,16,2010,march,kings county,18.3%
20,7,2010,march,los angeles county,12.6%
205,62,2010,march,los angeles county,12.6%
318,67,2010,march,alameda county,11.2%
26,3,2010,march,sonoma county,11.7%
221,30,2010,march,riverside county,14.1%
31,6,2010,march,contra costa county,11.4%
47,4,2010,march,los angeles county,12.6%
130,17,2010,march,san bernardino county,13.9%
1,0,2010,march,los angeles county,12.6%
127,19,2010,march,san bernardino county,13.9%
13,0,2010,march,san mateo county,8.9%
109,11,2010,march,san benito county,17.2%
3,0,2010,march,san benito county,17.2%
6,0,2010,march,stanislaus county,18.4%
122,30,2010,march,humboldt county,11.4%
0,0,2010,march,ventura county,11.1%
440,45,2010,march,orange county,10.2%
166,40,2010,march,los angeles county,12.6%
13,2,2010,march,fresno county,18.5%
6,1,2010,march,imperial county,26.4%
37,14,2010,march,san diego county,11.2%
40,19,2010,march,imperial county,26.4%
29,1,2010,march,riverside county,14.1%
267,51,2010,march,riverside county,14.1%
94,10,2010,march,los angeles county,12.6%
259,74,2010,march,los angeles county,12.6%
0,0,2010,march,riverside county,14.1%
15,3,2010,march,inyo county,10.7%
8,2,2010,march,amador county,15.1%
233,13,2010,march,orange county,10.2%
13,3,2010,march,los angeles county,12.6%
0,2,2010,march,sacramento county,13.0%
11,0,2010,march,amador county,15.1%
8,0,2010,march,contra costa county,11.4%
50,5,2010,march,fresno county,18.5%
807,165,2010,march,kern county,17.8%
11,2,2010,march,monterey county,16.7%
57,10,2010,march,kings county,18.3%
42,0,2010,march,fresno county,18.5%
30,1,2010,march,los angeles county,12.6%
104,12,2010,march,orange county,10.2%
6,2,2010,march,los angeles county,12.6%
223,15,2010,march,san diego county,11.2%
52,4,2010,march,los angeles county,12.6%
23,0,2010,march,orange county,10.2%
54,13,2010,march,los angeles county,12.6%
146,9,2010,march,riverside county,14.1%
69,10,2010,march,los angeles county,12.6%
56,2,2010,march,contra costa county,11.4%
33,8,2010,march,orange county,10.2%
51,7,2010,march,orange county,10.2%
57,1,2010,march,orange county,10.2%
9,1,2010,march,orange county,10.2%
75,23,2010,march,lake county,16.1%
128,7,2010,march,riverside county,14.1%
93,6,2010,march,orange county,10.2%
0,0,2010,march,siskiyou county,19.5%
25,3,2010,march,lake county,16.1%
161,20,2010,march,los angeles county,12.6%
318,73,2010,march,los angeles county,12.6%
0,0,2010,march,los angeles county,12.6%
14,2,2010,march,lassen county,16.4%
47,21,2010,march,los angeles county,12.6%
41,15,2010,march,san diego county,11.2%
49,2,2010,march,kings county,18.3%
32,5,2010,march,placer county,12.1%
30,5,2010,march,tulare county,19.7%
180,36,2010,march,alameda county,11.2%
51,17,2010,march,merced county,20.7%
142,27,2010,march,san joaquin county,17.5%
52,1,2010,march,san bernardino county,13.9%
28,10,2010,march,los angeles county,12.6%
83,27,2010,march,santa barbara county,10.6%
987,255,2010,march,los angeles county,12.6%
29,0,2010,march,orange county,10.2%
25,0,2010,march,santa clara county,11.1%
0,0,2010,march,santa clara county,11.1%
7787,1762,2010,march,los angeles county,12.6%
1632,525,2010,march,los angeles county,12.6%
55,50,2010,march,los angeles county,12.6%
89,11,2010,march,merced county,20.7%
47,2,2010,march,santa clara county,11.1%
107,55,2010,march,los angeles county,12.6%
158,26,2010,march,madera county,18.8%
129,26,2010,march,madera county,18.8%
19,7,2010,march,los angeles county,12.6%
23,6,2010,march,mono county,9.1%
84,4,2010,march,los angeles county,12.6%
152,23,2010,march,san joaquin county,17.5%
40,4,2010,march,monterey county,16.7%
28,1,2010,march,mariposa county,15.8%
76,3,2010,march,contra costa county,11.4%
44,5,2010,march,yuba county,19.3%
45,15,2010,march,los angeles county,12.6%
17,10,2010,march,kern county,17.8%
45,32,2010,march,mendocino county,13.0%
0,0,2010,march,mendocino county,13.0%
50,7,2010,march,fresno county,18.5%
145,4,2010,march,riverside county,14.1%
51,1,2010,march,san mateo county,8.9%
218,58,2010,march,merced county,20.7%
195,37,2010,march,merced county,20.7%
0,0,2010,march,los angeles county,12.6%
45,4,2010,march,san mateo county,8.9%
168,12,2010,march,santa clara county,11.1%
116,3,2010,march,orange county,10.2%
762,141,2010,march,stanislaus county,18.4%
3,1,2010,march,modoc county,17.2%
3,1,2010,march,mono county,9.1%
102,3,2010,march,los angeles county,12.6%
1,0,2010,march,siskiyou county,19.5%
148,19,2010,march,san bernardino county,13.9%
2,0,2010,march,santa clara county,11.1%
190,16,2010,march,los angeles county,12.6%
78,14,2010,march,monterey county,16.7%
1,0,2010,march,monterey county,16.7%
123,10,2010,march,monterey county,16.7%
3,0,2010,march,monterey county,16.7%
78,7,2010,march,los angeles county,12.6%
39,3,2010,march,ventura county,11.1%
23,0,2010,march,contra costa county,11.4%
405,70,2010,march,riverside county,14.1%
47,2,2010,march,santa clara county,11.1%
15,0,2010,march,san luis obispo county,10.6%
4,2,2010,march,siskiyou county,19.5%
138,9,2010,march,santa clara county,11.1%
152,11,2010,march,riverside county,14.1%
163,10,2010,march,napa county,11.3%
32,2,2010,march,napa county,11.3%
1,24,2010,march,napa county,11.3%
158,22,2010,march,san diego county,11.2%
20,1,2010,march,san bernardino county,13.9%
5,0,2010,march,nevada county,12.3%
59,11,2010,march,nevada county,12.3%
132,20,2010,march,alameda county,11.2%
20,1,2010,march,stanislaus county,18.4%
141,15,2010,march,orange county,10.2%
53,4,2010,march,riverside county,14.1%
2,0,2010,march,butte county,14.8%
0,0,2010,march,humboldt county,11.4%
150,20,2010,march,los angeles county,12.6%
77,4,2010,march,stanislaus county,18.4%
1412,519,2010,march,alameda county,11.2%
47,4,2010,march,contra costa county,11.4%
2,1,2010,march,san luis obispo county,10.6%
317,48,2010,march,san diego county,11.2%
0,0,2010,march,san diego county,11.2%
15,2,2010,march,ventura county,11.1%
372,48,2010,march,san bernardino county,13.9%
274,14,2010,march,orange county,10.2%
89,17,2010,march,orange county,10.2%
7,0,2010,march,orange county,10.2%
20,0,2010,march,contra costa county,11.4%
15,3,2010,march,glenn county,17.2%
98,25,2010,march,butte county,14.8%
330,45,2010,march,ventura county,11.1%
18,1,2010,march,monterey county,16.7%
86,2,2010,march,san mateo county,8.9%
167,5,2010,march,riverside county,14.1%
181,22,2010,march,riverside county,14.1%
307,58,2010,march,los angeles county,12.6%
113,7,2010,march,santa clara county,11.1%
11,1,2010,march,los angeles county,12.6%
55,11,2010,march,butte county,14.8%
109,27,2010,march,los angeles county,12.6%
35,11,2010,march,fresno county,18.5%
345,36,2010,march,los angeles county,12.6%
11,0,2010,march,los angeles county,12.6%
89,11,2010,march,san luis obispo county,10.6%
63,5,2010,march,stanislaus county,18.4%
1,47,2010,march,san bernardino county,13.9%
128,15,2010,march,riverside county,14.1%
67,16,2010,march,sonoma county,11.7%
143,24,2010,march,los angeles county,12.6%
15,0,2010,march,alameda county,11.2%
63,4,2010,march,contra costa county,11.4%
39,1,2010,march,san luis obispo county,10.6%
179,9,2010,march,contra costa county,11.4%
82,6,2010,march,orange county,10.2%
200,17,2010,march,placer county,12.1%
22,5,2010,march,el dorado county,12.8%
133,10,2010,march,contra costa county,11.4%
123,4,2010,march,alameda county,11.2%
26,9,2010,march,plumas county,23.9%
361,97,2010,march,los angeles county,12.6%
31,6,2010,march,ventura county,11.1%
155,23,2010,march,tulare county,19.7%
0,0,2010,march,kings county,18.3%
40,7,2010,march,san diego county,11.2%
165,23,2010,march,sacramento county,13.0%
294,26,2010,march,san bernardino county,13.9%
55,3,2010,march,riverside county,14.1%
34,5,2010,march,los angeles county,12.6%
31,2,2010,march,orange county,10.2%
67,8,2010,march,tehama county,17.6%
260,61,2010,march,shasta county,18.4%
206,25,2010,march,san bernardino county,13.9%
105,12,2010,march,los angeles county,12.6%
165,26,2010,march,san mateo county,8.9%
47,12,2010,march,fresno county,18.5%
230,41,2010,march,san bernardino county,13.9%
425,113,2010,march,contra costa county,11.4%
46,13,2010,march,kern county,17.8%
9,1,2010,march,humboldt county,11.4%
10,3,2010,march,solano county,13.2%
22,1,2010,march,san joaquin county,17.5%
62,6,2010,march,stanislaus county,18.4%
850,99,2010,march,riverside county,14.1%
935,77,2010,march,riverside county,14.1%
19,0,2010,march,riverside county,14.1%
121,3,2010,march,placer county,12.1%
66,11,2010,march,sonoma county,11.7%
2,0,2010,march,los angeles county,12.6%
10,2,2010,march,los angeles county,12.6%
91,12,2010,march,los angeles county,12.6%
296,25,2010,march,placer county,12.1%
1656,344,2010,march,sacramento county,13.0%
1254,252,2010,march,sacramento county,13.0%
450,104,2010,march,monterey county,16.7%
30,3,2010,march,san benito county,17.2%
686,111,2010,march,san bernardino county,13.9%
465,91,2010,march,san bernardino county,13.9%
16,0,2010,march,san bernardino county,13.9%
24,14,2010,march,san bernardino county,13.9%
81,7,2010,march,san mateo county,8.9%
66,3,2010,march,san mateo county,8.9%
65,6,2010,march,orange county,10.2%
2977,453,2010,march,san diego county,11.2%
518,105,2010,march,san diego county,11.2%
4,0,2010,march,san diego county,11.2%
35,0,2010,march,san diego county,11.2%
54,5,2010,march,los angeles county,12.6%
29,6,2010,march,los angeles county,12.6%
2561,501,2010,march,san francisco county,9.4%
14,0,2010,march,san francisco county,9.4%
50,5,2010,march,los angeles county,12.6%
102,15,2010,march,riverside county,14.1%
388,50,2010,march,san joaquin county,17.5%
0,0,2010,march,fresno county,18.5%
1987,292,2010,march,santa clara county,11.1%
11,1,2010,march,santa clara county,11.1%
57,4,2010,march,orange county,10.2%
268,25,2010,march,alameda county,11.2%
188,11,2010,march,san luis obispo county,10.6%
134,21,2010,march,san luis obispo county,10.6%
0,0,2010,march,san luis obispo county,10.6%
151,19,2010,march,san diego county,11.2%
10,2,2010,march,los angeles county,12.6%
162,15,2010,march,san mateo county,8.9%
14,0,2010,march,san mateo county,8.9%
152,22,2010,march,san mateo county,8.9%
112,25,2010,march,contra costa county,11.4%
100,3,2010,march,contra costa county,11.4%
8,0,2010,march,monterey county,16.7%
81,8,2010,march,fresno county,18.5%
574,93,2010,march,orange county,10.2%
222,23,2010,march,santa barbara county,10.6%
138,33,2010,march,santa barbara county,10.6%
246,18,2010,march,santa clara county,11.1%
154,14,2010,march,santa clara county,11.1%
18,3,2010,march,santa clara county,11.1%
298,42,2010,march,los angeles county,12.6%
284,58,2010,march,santa cruz county,16.1%
242,16,2010,march,santa cruz county,16.1%
3,0,2010,march,santa cruz county,16.1%
122,8,2010,march,los angeles county,12.6%
200,49,2010,march,santa barbara county,10.6%
268,26,2010,march,los angeles county,12.6%
49,14,2010,march,ventura county,11.1%
452,83,2010,march,sonoma county,11.7%
88,9,2010,march,san diego county,11.2%
17,1,2010,march,santa clara county,11.1%
26,1,2010,march,santa cruz county,16.1%
39,5,2010,march,orange county,10.2%
56,10,2010,march,monterey county,16.7%
30,2,2010,march,sonoma county,11.7%
111,2,2010,march,fresno county,18.5%
52,2,2010,march,kern county,17.8%
115,46,2010,march,shasta county,18.4%
0,0,2010,march,shasta county,18.4%
2,1,2010,march,sierra county,19.4%
0,0,2010,march,placer county,12.1%
14,0,2010,march,los angeles county,12.6%
39,2,2010,march,los angeles county,12.6%
0,0,2010,march,sonoma county,11.7%
157,11,2010,march,ventura county,11.1%
20,2,2010,march,siskiyou county,19.5%
27,5,2010,march,san diego county,11.2%
26,16,2010,march,solano county,13.2%
4,0,2010,march,solano county,13.2%
37,9,2010,march,monterey county,16.7%
4,2,2010,march,santa barbara county,10.6%
22,4,2010,march,sonoma county,11.7%
9,0,2010,march,sonoma county,11.7%
137,44,2010,march,sonoma county,11.7%
0,0,2010,march,sonoma county,11.7%
0,0,2010,march,sonoma county,11.7%
32,0,2010,march,tuolumne county,17.0%
46,11,2010,march,los angeles county,12.6%
227,49,2010,march,los angeles county,12.6%
25,10,2010,march,el dorado county,12.8%
24,2,2010,march,los angeles county,12.6%
112,6,2010,march,san mateo county,8.9%
17,2,2010,march,napa county,11.3%
1,1,2010,march,kern county,17.8%
263,34,2010,march,stanislaus county,18.4%
69,12,2010,march,orange county,10.2%
49,2,2010,march,fresno county,18.5%
1394,312,2010,march,san joaquin county,17.5%
47,14,2010,march,san joaquin county,17.5%
60,6,2010,march,solano county,13.2%
188,6,2010,march,santa clara county,11.1%
20,7,2010,march,lassen county,16.4%
46,13,2010,march,sutter county,20.7%
3,1,2010,march,amador county,15.1%
37,2,2010,march,kern county,17.8%
36,2,2010,march,kern county,17.8%
2,0,2010,march,san bernardino county,13.9%
32,22,2010,march,tehama county,17.6%
199,6,2010,march,riverside county,14.1%
52,7,2010,march,los angeles county,12.6%
160,11,2010,march,ventura county,11.1%
236,15,2010,march,los angeles county,12.6%
174,13,2010,march,san joaquin county,17.5%
4,0,2010,march,humboldt county,11.4%
5,1,2010,march,trinity county,19.7%
16,2,2010,march,nevada county,12.3%
220,34,2010,march,tulare county,19.7%
279,45,2010,march,tulare county,19.7%
2,0,2010,march,siskiyou county,19.5%
58,9,2010,march,tuolumne county,17.0%
307,29,2010,march,stanislaus county,18.4%
153,9,2010,march,orange county,10.2%
26,10,2010,march,san bernardino county,13.9%
0,0,2010,march,sacramento county,13.0%
8,5,2010,march,sacramento county,13.0%
81,2,2010,march,alameda county,11.2%
66,0,2010,march,yolo county,13.1%
1,1,2010,march,san francisco county,9.4%
47,0,2010,march,orange county,10.2%
66,4,2010,march,los angeles county,12.6%
13,0,2010,march,sacramento county,13.0%
1,0,2010,march,merced county,20.7%
29,1,2010,march,riverside county,14.1%
54,2,2010,march,san diego county,11.2%
30,0,2010,march,san francisco county,9.4%
44,0,2010,march,santa barbara county,10.6%
25,0,2010,march,santa cruz county,16.1%
31,8,2010,march,mendocino county,13.0%
153,40,2010,march,alameda county,11.2%
14,2,2010,march,alameda county,11.2%
0,0,2010,march,amador county,15.1%
0,0,2010,march,butte county,14.8%
0,0,2010,march,calaveras county,15.6%
0,0,2010,march,colusa county,26.2%
2,1,2010,march,contra costa county,11.4%
0,0,2010,march,el dorado county,12.8%
0,0,2010,march,fresno county,18.5%
0,0,2010,march,glenn county,17.2%
0,0,2010,march,humboldt county,11.4%
1,0,2010,march,imperial county,26.4%
0,0,2010,march,inyo county,10.7%
0,0,2010,march,kern county,17.8%
0,0,2010,march,kings county,18.3%
0,0,2010,march,lassen county,16.4%
25,0,2010,march,los angeles county,12.6%
0,0,2010,march,madera county,18.8%
0,0,2010,march,mendocino county,13.0%
1,0,2010,march,merced county,20.7%
0,0,2010,march,modoc county,17.2%
0,0,2010,march,monterey county,16.7%
0,0,2010,march,napa county,11.3%
0,0,2010,march,nevada county,12.3%
0,0,2010,march,orange county,10.2%
1,0,2010,march,placer county,12.1%
0,0,2010,march,plumas county,23.9%
5,1,2010,march,riverside county,14.1%
0,2,2010,march,sacramento county,13.0%
0,0,2010,march,san benito county,17.2%
4,1,2010,march,san bernardino county,13.9%
0,0,2010,march,san francisco county,9.4%
16,1,2010,march,san joaquin county,17.5%
0,0,2010,march,san luis obispo county,10.6%
0,0,2010,march,san mateo county,8.9%
0,0,2010,march,santa barbara county,10.6%
0,0,2010,march,santa clara county,11.1%
0,0,2010,march,santa cruz county,16.1%
0,0,2010,march,shasta county,18.4%
0,0,2010,march,sierra county,19.4%
0,0,2010,march,siskiyou county,19.5%
0,0,2010,march,solano county,13.2%
0,0,2010,march,sonoma county,11.7%
1,0,2010,march,stanislaus county,18.4%
0,0,2010,march,sutter county,20.7%
0,0,2010,march,tehama county,17.6%
0,0,2010,march,trinity county,19.7%
0,0,2010,march,tulare county,19.7%
0,0,2010,march,ventura county,11.1%
0,0,2010,march,yolo county,13.1%
1,0,2010,march,yuba county,19.3%
222,26,2010,march,san bernardino county,13.9%
183,21,2010,march,solano county,13.2%
341,65,2010,march,solano county,13.2%
263,15,2010,march,ventura county,11.1%
102,22,2010,march,ventura county,11.1%
8,0,2010,march,ventura county,11.1%
38,4,2010,march,los angeles county,12.6%
245,59,2010,march,san bernardino county,13.9%
14,0,2010,march,orange county,10.2%
417,35,2010,march,tulare county,19.7%
195,27,2010,march,san diego county,11.2%
44,0,2010,march,los angeles county,12.6%
191,9,2010,march,contra costa county,11.4%
21,6,2010,march,stanislaus county,18.4%
160,28,2010,march,santa cruz county,16.1%
10,1,2010,march,siskiyou county,19.5%
261,21,2010,march,los angeles county,12.6%
147,30,2010,march,los angeles county,12.6%
103,16,2010,march,yolo county,13.1%
6,0,2010,march,santa clara county,11.1%
7,1,2010,march,los angeles county,12.6%
217,30,2010,march,orange county,10.2%
2,0,2010,march,imperial county,26.4%
6,2,2010,march,yuba county,19.3%
193,28,2010,march,los angeles county,12.6%
70,5,2010,march,riverside county,14.1%
8,1,2010,march,colusa county,26.2%
12,4,2010,march,mendocino county,13.0%
13,0,2010,march,glenn county,17.2%
20,0,2010,march,sonoma county,11.7%
25,1,2010,march,yolo county,13.1%
26,0,2010,march,tulare county,19.7%
144,12,2010,march,yolo county,13.1%
26,4,2010,march,yolo county,13.1%
58,6,2010,march,orange county,10.2%
2,0,2010,march,napa county,11.3%
20,5,2010,march,siskiyou county,19.5%
117,16,2010,march,sutter county,20.7%
79,20,2010,march,yuba county,19.3%
75,11,2010,march,san bernardino county,13.9%
54,15,2010,march,san bernardino county,13.9%
53,27,2010,april,san bernardino county,13.3%
16,4,2010,april,los angeles county,12.1%
136,17,2010,april,alameda county,11.0%
117,9,2010,april,alameda county,11.0%
195,72,2010,april,alameda county,11.0%
4,0,2010,april,alameda county,11.0%
13,0,2010,april,alameda county,11.0%
66,4,2010,april,alameda county,11.0%
150,17,2010,april,los angeles county,12.1%
32,2,2010,april,orange county,9.7%
5,0,2010,april,santa barbara county,9.2%
8,1,2010,april,alpine county,14.9%
3,1,2010,april,modoc county,15.8%
34,7,2010,april,amador county,14.2%
41,3,2010,april,napa county,10.6%
723,94,2010,april,orange county,9.7%
44,8,2010,april,shasta county,17.1%
0,0,2010,april,ventura county,10.4%
5,1,2010,april,calaveras county,14.7%
253,81,2010,april,contra costa county,10.9%
135,19,2010,april,san bernardino county,13.3%
